year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17063,"Grundy County, Illinois",17005,"Bond County, Illinois",3,0,0,3,0,2,1,0,2,1
2019,IL,17063,"Grundy County, Illinois",17007,"Boone County, Illinois",28,5,20,3,8,7,13,3,15,10
2019,IL,17063,"Grundy County, Illinois",17009,"Brown County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17063,"Grundy County, Illinois",17011,"Bureau County, Illinois",36,10,22,4,8,11,17,8,23,5
2019,IL,17063,"Grundy County, Illinois",17015,"Carroll County, Illinois",16,1,13,2,2,3,11,1,14,1
2019,IL,17063,"Grundy County, Illinois",17017,"Cass County, Illinois",1,0,1,0,1,0,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17019,"Champaign County, Illinois",93,30,42,21,17,25,51,21,51,21
2019,IL,17063,"Grundy County, Illinois",17021,"Christian County, Illinois",14,2,6,6,2,1,11,5,6,3
2019,IL,17063,"Grundy County, Illinois",17023,"Clark County, Illinois",3,0,3,0,0,1,2,1,1,1
2019,IL,17063,"Grundy County, Illinois",17025,"Clay County, Illinois",4,1,3,0,0,4,0,1,1,2
2019,IL,17063,"Grundy County, Illinois",17027,"Clinton County, Illinois",4,2,2,0,2,2,0,0,0,4
2019,IL,17063,"Grundy County, Illinois",17029,"Coles County, Illinois",25,10,13,2,4,8,13,9,13,3
2019,IL,17063,"Grundy County, Illinois",17031,"Cook County, Illinois",1663,429,872,362,271,549,843,277,887,499
2019,IL,17063,"Grundy County, Illinois",17033,"Crawford County, Illinois",3,0,3,0,0,2,1,0,3,0
2019,IL,17063,"Grundy County, Illinois",17035,"Cumberland County, Illinois",4,1,3,0,1,0,3,3,0,1
2019,IL,17063,"Grundy County, Illinois",17037,"DeKalb County, Illinois",169,51,90,28,32,49,88,20,105,44
2019,IL,17063,"Grundy County, Illinois",17039,"De Witt County, Illinois",8,1,5,2,1,0,7,2,6,0
2019,IL,17063,"Grundy County, Illinois",17041,"Douglas County, Illinois",16,4,10,2,3,2,11,7,7,2
2019,IL,17063,"Grundy County, Illinois",17043,"DuPage County, Illinois",499,112,273,114,70,112,317,77,250,172
2019,IL,17063,"Grundy County, Illinois",17045,"Edgar County, Illinois",14,2,7,5,2,2,10,3,10,1
2019,IL,17063,"Grundy County, Illinois",17049,"Effingham County, Illinois",14,5,8,1,5,5,4,2,9,3
2019,IL,17063,"Grundy County, Illinois",17051,"Fayette County, Illinois",6,1,4,1,1,3,2,1,5,0
2019,IL,17063,"Grundy County, Illinois",17053,"Ford County, Illinois",39,8,21,10,15,10,14,4,16,19
2019,IL,17063,"Grundy County, Illinois",17055,"Franklin County, Illinois",2,0,1,1,0,1,1,0,2,0
2019,IL,17063,"Grundy County, Illinois",17057,"Fulton County, Illinois",9,2,5,2,1,3,5,4,4,1
2019,IL,17063,"Grundy County, Illinois",17061,"Greene County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17063,"Grundy County, Illinois",6837,1451,3628,1758,1897,2117,2823,1063,1318,4456
2019,IL,17063,"Grundy County, Illinois",17067,"Hancock County, Illinois",2,0,2,0,0,2,0,0,2,0
2019,IL,17063,"Grundy County, Illinois",17069,"Hardin County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17073,"Henry County, Illinois",25,4,14,7,5,5,15,2,15,8
2019,IL,17063,"Grundy County, Illinois",17075,"Iroquois County, Illinois",97,25,52,20,27,27,43,17,57,23
2019,IL,17063,"Grundy County, Illinois",17077,"Jackson County, Illinois",3,1,2,0,1,1,1,0,2,1
2019,IL,17063,"Grundy County, Illinois",17079,"Jasper County, Illinois",2,0,0,2,0,2,0,0,2,0
2019,IL,17063,"Grundy County, Illinois",17081,"Jefferson County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17063,"Grundy County, Illinois",17083,"Jersey County, Illinois",6,4,2,0,2,3,1,0,1,5
2019,IL,17063,"Grundy County, Illinois",17085,"Jo Daviess County, Illinois",22,5,14,3,5,5,12,0,19,3
2019,IL,17063,"Grundy County, Illinois",17089,"Kane County, Illinois",400,98,215,87,67,108,225,84,205,111
2019,IL,17063,"Grundy County, Illinois",17091,"Kankakee County, Illinois",484,89,278,117,107,131,246,84,246,154
2019,IL,17063,"Grundy County, Illinois",17093,"Kendall County, Illinois",801,195,471,135,155,184,462,107,296,398
2019,IL,17063,"Grundy County, Illinois",17095,"Knox County, Illinois",55,15,26,14,9,13,33,10,31,14
2019,IL,17063,"Grundy County, Illinois",17097,"Lake County, Illinois",151,32,74,45,21,41,89,21,99,31
2019,IL,17063,"Grundy County, Illinois",17099,"LaSalle County, Illinois",1625,359,938,328,249,504,872,277,468,880
2019,IL,17063,"Grundy County, Illinois",17101,"Lawrence County, Illinois",6,1,5,0,1,2,3,0,2,4
2019,IL,17063,"Grundy County, Illinois",17103,"Lee County, Illinois",50,15,27,8,9,16,25,8,21,21
2019,IL,17063,"Grundy County, Illinois",17105,"Livingston County, Illinois",432,125,218,89,110,126,196,94,174,164
2019,IL,17063,"Grundy County, Illinois",17107,"Logan County, Illinois",6,2,2,2,0,1,5,3,3,0
2019,IL,17063,"Grundy County, Illinois",17109,"McDonough County, Illinois",5,1,3,1,2,2,1,0,2,3
2019,IL,17063,"Grundy County, Illinois",17111,"McHenry County, Illinois",190,52,89,49,37,52,101,34,104,52
2019,IL,17063,"Grundy County, Illinois",17113,"McLean County, Illinois",149,57,50,42,30,41,78,9,119,21
2019,IL,17063,"Grundy County, Illinois",17115,"Macon County, Illinois",45,7,24,14,2,11,32,18,23,4
2019,IL,17063,"Grundy County, Illinois",17117,"Macoupin County, Illinois",7,4,2,1,0,5,2,2,2,3
2019,IL,17063,"Grundy County, Illinois",17119,"Madison County, Illinois",30,16,7,7,12,9,9,3,10,17
2019,IL,17063,"Grundy County, Illinois",17121,"Marion County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17123,"Marshall County, Illinois",18,6,9,3,5,3,10,2,13,3
2019,IL,17063,"Grundy County, Illinois",17125,"Mason County, Illinois",3,1,2,0,1,0,2,0,2,1
2019,IL,17063,"Grundy County, Illinois",17129,"Menard County, Illinois",5,0,4,1,1,3,1,1,3,1
2019,IL,17063,"Grundy County, Illinois",17131,"Mercer County, Illinois",4,1,2,1,3,0,1,0,3,1
2019,IL,17063,"Grundy County, Illinois",17133,"Monroe County, Illinois",5,4,1,0,3,1,1,0,1,4
2019,IL,17063,"Grundy County, Illinois",17135,"Montgomery County, Illinois",15,2,8,5,2,2,11,5,6,4
2019,IL,17063,"Grundy County, Illinois",17137,"Morgan County, Illinois",5,2,3,0,0,3,2,1,1,3
2019,IL,17063,"Grundy County, Illinois",17139,"Moultrie County, Illinois",6,0,3,3,0,1,5,2,3,1
2019,IL,17063,"Grundy County, Illinois",17141,"Ogle County, Illinois",60,13,36,11,10,12,38,4,47,9
2019,IL,17063,"Grundy County, Illinois",17143,"Peoria County, Illinois",77,17,45,15,15,28,34,8,55,14
2019,IL,17063,"Grundy County, Illinois",17145,"Perry County, Illinois",2,1,1,0,1,0,1,0,2,0
2019,IL,17063,"Grundy County, Illinois",17147,"Piatt County, Illinois",8,2,2,4,1,2,5,2,5,1
2019,IL,17063,"Grundy County, Illinois",17149,"Pike County, Illinois",5,2,1,2,2,2,1,0,4,1
2019,IL,17063,"Grundy County, Illinois",17155,"Putnam County, Illinois",4,2,1,1,2,1,1,1,2,1
2019,IL,17063,"Grundy County, Illinois",17157,"Randolph County, Illinois",3,0,2,1,0,1,2,0,2,1
2019,IL,17063,"Grundy County, Illinois",17159,"Richland County, Illinois",6,3,0,3,1,5,0,1,2,3
2019,IL,17063,"Grundy County, Illinois",17161,"Rock Island County, Illinois",42,15,20,7,9,19,14,3,32,7
2019,IL,17063,"Grundy County, Illinois",17163,"St. Clair County, Illinois",26,17,8,1,15,8,3,1,4,21
2019,IL,17063,"Grundy County, Illinois",17165,"Saline County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17167,"Sangamon County, Illinois",62,12,37,13,9,15,38,19,33,10
2019,IL,17063,"Grundy County, Illinois",17169,"Schuyler County, Illinois",2,1,1,0,0,1,1,0,2,0
2019,IL,17063,"Grundy County, Illinois",17171,"Scott County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17173,"Shelby County, Illinois",10,2,5,3,0,5,5,3,5,2
2019,IL,17063,"Grundy County, Illinois",17175,"Stark County, Illinois",6,3,2,1,2,2,2,1,4,1
2019,IL,17063,"Grundy County, Illinois",17177,"Stephenson County, Illinois",51,10,32,9,11,5,35,3,31,17
2019,IL,17063,"Grundy County, Illinois",17179,"Tazewell County, Illinois",75,23,42,10,17,27,31,10,49,16
2019,IL,17063,"Grundy County, Illinois",17181,"Union County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17063,"Grundy County, Illinois",17183,"Vermilion County, Illinois",112,33,64,15,33,44,35,18,50,44
2019,IL,17063,"Grundy County, Illinois",17185,"Wabash County, Illinois",1,0,0,1,0,0,1,0,0,1
2019,IL,17063,"Grundy County, Illinois",17187,"Warren County, Illinois",3,2,0,1,1,2,0,0,3,0
2019,IL,17063,"Grundy County, Illinois",17191,"Wayne County, Illinois",4,1,3,0,0,2,2,3,0,1
2019,IL,17063,"Grundy County, Illinois",17193,"White County, Illinois",2,1,0,1,1,1,0,0,2,0
2019,IL,17063,"Grundy County, Illinois",17195,"Whiteside County, Illinois",45,10,19,16,7,14,24,2,34,9
2019,IL,17063,"Grundy County, Illinois",17197,"Will County, Illinois",4857,1165,2686,1006,942,1359,2556,780,1684,2393
2019,IL,17063,"Grundy County, Illinois",17199,"Williamson County, Illinois",1,0,1,0,0,1,0,0,0,1
2019,IL,17063,"Grundy County, Illinois",17201,"Winnebago County, Illinois",126,30,72,24,23,33,70,16,74,36
2019,IL,17063,"Grundy County, Illinois",17203,"Woodford County, Illinois",11,4,5,2,3,5,3,2,6,3
2019,IL,17065,"Hamilton County, Illinois",17001,"Adams County, Illinois",7,0,3,4,0,3,4,0,7,0
2019,IL,17065,"Hamilton County, Illinois",17003,"Alexander County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17005,"Bond County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17065,"Hamilton County, Illinois",17011,"Bureau County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17065,"Hamilton County, Illinois",17017,"Cass County, Illinois",2,0,2,0,0,1,1,2,0,0
2019,IL,17065,"Hamilton County, Illinois",17021,"Christian County, Illinois",2,1,1,0,2,0,0,0,0,2
2019,IL,17065,"Hamilton County, Illinois",17023,"Clark County, Illinois",4,1,3,0,1,2,1,1,0,3
2019,IL,17065,"Hamilton County, Illinois",17025,"Clay County, Illinois",6,0,2,4,0,2,4,5,0,1
2019,IL,17065,"Hamilton County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17029,"Coles County, Illinois",2,1,0,1,0,0,2,1,1,0
2019,IL,17065,"Hamilton County, Illinois",17031,"Cook County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17033,"Crawford County, Illinois",7,0,1,6,3,3,1,0,4,3
2019,IL,17065,"Hamilton County, Illinois",17035,"Cumberland County, Illinois",2,1,0,1,0,0,2,1,1,0
2019,IL,17065,"Hamilton County, Illinois",17037,"DeKalb County, Illinois",1,1,0,0,0,0,1,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17039,"De Witt County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17045,"Edgar County, Illinois",2,0,2,0,0,0,2,0,1,1
2019,IL,17065,"Hamilton County, Illinois",17047,"Edwards County, Illinois",13,3,8,2,0,1,12,7,6,0
2019,IL,17065,"Hamilton County, Illinois",17049,"Effingham County, Illinois",7,1,6,0,0,4,3,1,5,1
2019,IL,17065,"Hamilton County, Illinois",17051,"Fayette County, Illinois",4,1,2,1,1,2,1,1,1,2
2019,IL,17065,"Hamilton County, Illinois",17055,"Franklin County, Illinois",143,42,77,24,44,31,68,66,9,68
2019,IL,17065,"Hamilton County, Illinois",17059,"Gallatin County, Illinois",18,5,10,3,2,2,14,11,3,4
2019,IL,17065,"Hamilton County, Illinois",17061,"Greene County, Illinois",1,0,0,1,1,0,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17065,"Hamilton County, Illinois",1034,259,498,277,367,366,301,208,110,716
2019,IL,17065,"Hamilton County, Illinois",17069,"Hardin County, Illinois",9,2,6,1,0,4,5,5,1,3
2019,IL,17065,"Hamilton County, Illinois",17077,"Jackson County, Illinois",13,2,8,3,2,6,5,2,6,5
2019,IL,17065,"Hamilton County, Illinois",17079,"Jasper County, Illinois",4,1,3,0,0,1,3,0,3,1
2019,IL,17065,"Hamilton County, Illinois",17081,"Jefferson County, Illinois",83,11,51,21,21,21,41,36,6,41
2019,IL,17065,"Hamilton County, Illinois",17083,"Jersey County, Illinois",3,1,2,0,0,0,3,0,3,0
2019,IL,17065,"Hamilton County, Illinois",17087,"Johnson County, Illinois",7,4,3,0,2,1,4,2,3,2
2019,IL,17065,"Hamilton County, Illinois",17089,"Kane County, Illinois",3,0,1,2,1,1,1,0,0,3
2019,IL,17065,"Hamilton County, Illinois",17093,"Kendall County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17065,"Hamilton County, Illinois",17099,"LaSalle County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17101,"Lawrence County, Illinois",6,2,2,2,2,1,3,3,2,1
2019,IL,17065,"Hamilton County, Illinois",17105,"Livingston County, Illinois",3,1,2,0,0,0,3,0,1,2
2019,IL,17065,"Hamilton County, Illinois",17107,"Logan County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17111,"McHenry County, Illinois",1,0,0,1,1,0,0,0,0,1
2019,IL,17065,"Hamilton County, Illinois",17113,"McLean County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17115,"Macon County, Illinois",3,1,1,1,1,2,0,0,0,3
2019,IL,17065,"Hamilton County, Illinois",17117,"Macoupin County, Illinois",4,0,3,1,1,2,1,1,3,0
2019,IL,17065,"Hamilton County, Illinois",17119,"Madison County, Illinois",15,2,12,1,1,2,12,3,9,3
2019,IL,17065,"Hamilton County, Illinois",17121,"Marion County, Illinois",24,0,13,11,4,5,15,11,1,12
2019,IL,17065,"Hamilton County, Illinois",17125,"Mason County, Illinois",2,0,2,0,0,0,2,0,2,0
2019,IL,17065,"Hamilton County, Illinois",17127,"Massac County, Illinois",4,1,1,2,0,3,1,2,2,0
2019,IL,17065,"Hamilton County, Illinois",17133,"Monroe County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17135,"Montgomery County, Illinois",2,1,1,0,1,1,0,0,0,2
2019,IL,17065,"Hamilton County, Illinois",17137,"Morgan County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17141,"Ogle County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17143,"Peoria County, Illinois",2,1,1,0,0,1,1,1,1,0
2019,IL,17065,"Hamilton County, Illinois",17145,"Perry County, Illinois",2,1,1,0,0,1,1,1,1,0
2019,IL,17065,"Hamilton County, Illinois",17147,"Piatt County, Illinois",1,0,1,0,1,0,0,0,0,1
2019,IL,17065,"Hamilton County, Illinois",17149,"Pike County, Illinois",5,0,0,5,0,1,4,0,5,0
2019,IL,17065,"Hamilton County, Illinois",17151,"Pope County, Illinois",6,1,2,3,1,0,5,4,0,2
2019,IL,17065,"Hamilton County, Illinois",17153,"Pulaski County, Illinois",2,1,0,1,1,0,1,0,0,2
2019,IL,17065,"Hamilton County, Illinois",17157,"Randolph County, Illinois",13,6,6,1,2,6,5,2,8,3
2019,IL,17065,"Hamilton County, Illinois",17159,"Richland County, Illinois",11,4,2,5,2,1,8,5,4,2
2019,IL,17065,"Hamilton County, Illinois",17161,"Rock Island County, Illinois",3,0,3,0,0,1,2,0,2,1
2019,IL,17065,"Hamilton County, Illinois",17163,"St. Clair County, Illinois",12,2,9,1,1,3,8,2,7,3
2019,IL,17065,"Hamilton County, Illinois",17165,"Saline County, Illinois",142,24,90,28,19,33,90,89,9,44
2019,IL,17065,"Hamilton County, Illinois",17167,"Sangamon County, Illinois",3,0,2,1,1,2,0,0,0,3
2019,IL,17065,"Hamilton County, Illinois",17173,"Shelby County, Illinois",2,1,0,1,1,1,0,0,0,2
2019,IL,17065,"Hamilton County, Illinois",17179,"Tazewell County, Illinois",1,0,1,0,0,1,0,1,0,0
2019,IL,17065,"Hamilton County, Illinois",17181,"Union County, Illinois",4,1,3,0,2,2,0,1,2,1
2019,IL,17065,"Hamilton County, Illinois",17183,"Vermilion County, Illinois",2,0,1,1,0,0,2,0,1,1
2019,IL,17065,"Hamilton County, Illinois",17185,"Wabash County, Illinois",12,4,1,7,1,2,9,6,5,1
2019,IL,17065,"Hamilton County, Illinois",17189,"Washington County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17191,"Wayne County, Illinois",63,9,42,12,11,23,29,23,10,30
2019,IL,17065,"Hamilton County, Illinois",17193,"White County, Illinois",180,38,92,50,32,51,97,75,21,84
2019,IL,17065,"Hamilton County, Illinois",17195,"Whiteside County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17065,"Hamilton County, Illinois",17199,"Williamson County, Illinois",75,19,43,13,14,16,45,41,8,26
2019,IL,17065,"Hamilton County, Illinois",17201,"Winnebago County, Illinois",4,0,4,0,0,0,4,0,4,0
2019,IL,17067,"Hancock County, Illinois",17001,"Adams County, Illinois",253,53,128,72,59,86,108,70,57,126
2019,IL,17067,"Hancock County, Illinois",17005,"Bond County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17067,"Hancock County, Illinois",17007,"Boone County, Illinois",2,0,2,0,0,2,0,1,1,0
2019,IL,17067,"Hancock County, Illinois",17009,"Brown County, Illinois",13,6,5,2,3,5,5,2,1,10
